Bezirk;Anrede;KdgBezeichnung;KdgAdrPLZ;KdgAdrOrt;Gruppen;Tel;KdgAdrStr;DST
Amstetten;NÖ Landeskindergarten;Allhartsberg;3365;Allhartsberg;3;07448/2216;Markt 8;301001
Amstetten;NÖ Landeskindergarten;Amstetten, Kdg III;3300;Amstetten;2;07472/62577-30;Kirchenstraße 15;301002
Amstetten;NÖ Landeskindergarten;Amstetten, KG I;3300;Amstetten;3;07472/25739;Schulstraße 34;301003
Amstetten;NÖ Landeskindergarten;Amstetten, Allersdorf Kdg IV;3300;Amstetten;3;07472/25794;Allersdorferstraße 3;301005
Amstetten;NÖ Landeskindergarten;Amstetten, Kdg V;3300;Amstetten;3;07472/20770;Aluminiumstraße 15;301006
Amstetten;NÖ Landeskindergarten;Amstetten, Greinsfurth Kdg VIII;3300;Greinsfurth;3;07472/69915;Heidestraße 21;301007
Amstetten;NÖ Landeskindergarten;Amstetten, Hausmening Kdg XI;3363;Hausmening;3;07475/59019;Kindergartenstraße 1;301008
Amstetten;NÖ Landeskindergarten;Amstetten, Neufurth Kdg X;3363;Neufurth;3;07475/53700;Kindergartenstraße 5;301009
Amstetten;NÖ Landeskindergarten;Amstetten, Mauer Kdg IX;3362;Mauer;2;07475/53142;Bahnhofstraße 7;301010
Amstetten;NÖ Landeskindergarten;Amstetten, Ulmerfeld Kdg XII;3363;Ulmerfeld;1;07475/56810;Marktplatz 29;301011
Amstetten;NÖ Landeskindergarten;Amstetten, Kdg VI;3300;Amstetten;3;07472/25797;Anzengruberstraße 15;301012
Amstetten;NÖ Landeskindergarten;Ardagger;3321;Ardagger-Stift;3;07479/7282;Stift 16;301013
Amstetten;NÖ Landeskindergarten;Ardagger, Kollmitzberg;3321;Kollmitzberg;1;07479/6124;Kollmitzberg 5;301014
Amstetten;NÖ Landeskindergarten;Ardagger, Stephanshart;3321;Stephanshart;2;07479/7275;Dorfplatz 1;301015
Amstetten;NÖ Landeskindergarten;Aschbach;3361;Aschbach;6;07476/76538;Rathausplatz 2;301016
Amstetten;NÖ Landeskindergarten;Behamberg, Penz;4441;Behamberg;3;07252/31071;Behamberg 36;301017
Amstetten;NÖ Landeskindergarten;Behamberg, Ramingdorf;4441;Ramingdorf;2;07252/37848;Sportplatzstraße 1;301018
Amstetten;NÖ Landeskindergarten;Biberbach;3353;Biberbach;5;07476/8228;Im Ort 355;301019
Amstetten;NÖ Landeskindergarten;Ennsdorf;4482;Ennsdorf;3;07223/82206;Ziegelgasse 4a;301020
Amstetten;NÖ Landeskindergarten;Ernsthofen, Aigenfliessen;4432;Aigenfliessen;3;07435/845017;Hauptstraße 16;301021
Amstetten;NÖ Landeskindergarten;Ertl;3355;Ertl;2;07477/720113;Waidhofner Straße 5;301022
Amstetten;NÖ Landeskindergarten;Euratsfeld;3324;Euratsfeld;6;07474/310;Hoher Rain 7;301023
Amstetten;NÖ Landeskindergarten;Ferschnitz;3325;Ferschnitz;4;0664/88867942;Marktplatz 3;301024
Amstetten;NÖ Landeskindergarten;"Haag, ""Leopold Figl""";3350;Haag;4;07434/42362;Wienerstraße 24;301025
Amstetten;NÖ Landeskindergarten;"Haag, ""Erwin Pröll""";3350;Haag;6;07434/43924;Ernst Huber-Straße 18;301027
Amstetten;NÖ Landeskindergarten;Haidershofen;4431;Haidershofen;2;07434/42195;Vestenthal 7;301028
Amstetten;NÖ Landeskindergarten;Kematen an der Ybbs;3331;Kematen an der Ybbs;5;07448/2177;8a Straße 8;301029
Amstetten;NÖ Landeskindergarten;Neuhofen an der Ybbs;3364;Neuhofen an der Ybbs;5;07475/52660-16;Johannesstraße 35;301030
Amstetten;NÖ Landeskindergarten;Neustadtl an der Donau;3323;Neustadtl an der Donau;4;07471/2239;Kindergartenstraße 8;301031
Amstetten;NÖ Landeskindergarten;Oed-Oehling, Oed;3312;Oed 50;2;07478/258;;301032
Amstetten;NÖ Landeskindergarten;Oed-Oehling, Oehling;3362;Oehling 39;3;07475/56750;Kindergartenstraße 1;301033
Amstetten;NÖ Landeskindergarten;Opponitz;3342;Opponitz;2;07444/7486;Hauslehen 129;301034
Amstetten;NÖ Landeskindergarten;St. Georgen am Ybbsfelde;3304;St. Georgen am Ybbsfelde;6;07473/245012;Feuerwehrplatz 6;301035
Amstetten;NÖ Landeskindergarten;St. Pantaleon-Erla, Erla 8;4300;Erla;2;07435/7524;;301036
Amstetten;NÖ Landeskindergarten;St. Pantaleon-Erla, St. Pantaleon;4303;St. Pantaleon-Erla;2;07435/20167;Ringstraße 2;301037
Amstetten;NÖ Landeskindergarten;St. Peter in der Au;3352;St. Peter in der Au;6;07477/42701;Wiesenbachstraße 2;301038
Amstetten;NÖ Landeskindergarten;St. Peter in der Au, Kürnberg;3352;Kürnberg 8;2;07252/30510;;301039
Amstetten;NÖ Landeskindergarten;St. Peter in der Au, St. Michael am Bruckbach;3352;St. Michael am Bruckbach 5;1;07477/42197;;301040
Amstetten;NÖ Landeskindergarten;St. Valentin;4300;St. Valentin;5;07435/52580;Schubertstraße 2;301042
Amstetten;NÖ Landeskindergarten;St. Valentin, Herzograd;4300;Herzograd;4;07435/52111;Herzograd 15;301043
Amstetten;NÖ Landeskindergarten;Seitenstetten;3353;Seitenstetten;7;07477/42629;Promenade 7;301044
Amstetten;NÖ Landeskindergarten;Sonntagberg, Böhlerwerk;3333;Böhlerwerk;3;07442/66310;Kindergartenweg 7;301045
Amstetten;NÖ Landeskindergarten;Sonntagberg, Rosenau;3332;Rosenau;3;07448/3696;Kindergartenweg 1;301046
Amstetten;NÖ Landeskindergarten;Strengberg;3314;Strengberg;3;07432/2483;Schulplatz 2;301047
Amstetten;NÖ Landeskindergarten;Viehdorf;3322;Viehdorf;3;07472/68695;Sportplatzstraße 6;301048
Amstetten;NÖ Landeskindergarten;Wallsee-Sindelburg;3313;Wallsee-Sindelburg;4;07433/2325;Bergerngasse 23;301049
Amstetten;NÖ Landeskindergarten;Weistrach;3351;Weistrach;4;07477/42382;Pfarrsiedlung 8;301050
Amstetten;NÖ Landeskindergarten;Winklarn;3300;Winklarn;5;07472/6431970;Kindergartenstraße 6;301051
Amstetten;NÖ Landeskindergarten;Wolfsbach;3354;Wolfsbach;4;07477/8250;Kirchenstraße 3;301052
Amstetten;NÖ Landeskindergarten;Ybbsitz;3341;Ybbsitz;5;07443/82122;Alte Poststraße 19;301053
Amstetten;NÖ Landeskindergarten;Zeillern;3311;Zeillern;3;07472/62138;Kindergartenstraße 1;301054
Amstetten;NÖ Landeskindergarten;Amstetten, Kdg VII/A;3300;Amstetten;3;07472/25798;Elsa-Brandström-Straße 5;301056
Amstetten;NÖ Landeskindergarten;Amstetten, Kdg VII/C;3300;Amstetten;1;07472/25798;Elsa-Brandström-Straße 5;301056
Amstetten;NÖ Landeskindergarten;Hollenstein an der Ybbs;3343;Hollenstein an der Ybbs;3;07445/71360;Dorf 144;301057
Amstetten;NÖ Landeskindergarten;Sonntagberg;3332;Sonntagberg;1;07448/3621;Sonntagberg 3;301059
Amstetten;NÖ Landeskindergarten;Amstetten, Krautberg Kdg XIII;3300;Amstetten;2;07472/68791;Kaspar Brunner-Straße 15;301060
Amstetten;NÖ Landeskindergarten;St. Valentin;4300;St. Valentin;5;07435/5405610;Ingeborg Bachmann-Straße 2;301062
Amstetten;NÖ Landeskindergarten;Amstetten, Kdg VII/B;3300;Amstetten;1;07472/68764;Elsa-Brandström-Straße 5;301064
Amstetten;NÖ Landeskindergarten;St. Peter in der Au, St. Johann in Engstetten;3352;St. Johann in Engstetten 123;1;07477/44655;;301065
Amstetten;NÖ Landeskindergarten;Ybbsitz;3341;Ybbsitz;1;07443/88459;Markt 23;301069
Amstetten;NÖ Landeskindergarten;Aschbach;3361;Aschbach;1;07476/76556;Vogelweidestraße 1;301070
Amstetten;NÖ Landeskindergarten;Haidershofen, Dorf an der Enns;4431;Dorf an der Enns;2;07252/37995;Hainbuchstraße 64;301075
Amstetten;NÖ Landeskindergarten;Aschbach, Krenstetten;3361;Krenstetten;1;07476/77750;Marienplatz 3;301081
Amstetten;NÖ Landeskindergarten;St. Georgen am Reith;3344;St. Georgen am Reith;1;07484/25205;Dorf 36;301083
Amstetten;NÖ Landeskindergarten;Ennsdorf;4482;Ennsdorf;3;07223/80491;Sportplatzstraße 25;301084
Amstetten;NÖ Landeskindergarten;Neuhofen an der Ybbs;3364;Neuhofen an der Ybbs;2;07475/52455;Kindergartengasse 1;301100
Amstetten;NÖ Landeskindergarten;Allhartsberg, Kröllendorf;3365;Kröllendorf;2;07448/20110;Kröllendorf 49;301102
Amstetten;NÖ Landeskindergarten;Ardagger;3321;Ardagger;1;07479/20158;Markt 29;301105
Amstetten;NÖ Landeskindergarten;Ertl;3355;Ertl;1;07477/720123;Kirchenplatz 2;301109
Amstetten;NÖ Landeskindergarten;Behamberg, Penz;4441;Behamberg;2;07252/21209;Daxberg 1;301111
Amstetten;NÖ Landeskindergarten;Strengberg;3314;Strengberg;1;0680/1344684;Schulplatz 5/2;301112
Baden;NÖ Landeskindergarten;Alland;2534;Alland;4;02258/6790;Gruberweg 150;302001
Baden;NÖ Landeskindergarten;Altenmarkt an der Triesting;2571;Altenmarkt an der Triesting;4;02673/2022;Feldgasse 125;302002
Baden;NÖ Landeskindergarten;Baden, Leesdorf;2500;Baden;3;02252/86800/655;Augustinergasse 3;302003
Baden;NÖ Landeskindergarten;Baden;2500;Baden;3;02252/86800/665;Mariengasse 9;302005
Baden;NÖ Landeskindergarten;Baden;2500;Baden;3;02252/86800/675;Rohrfeldgasse 14;302006
Baden;NÖ Landeskindergarten;Baden;2500;Baden;4;02252/86800/685;Schimmergasse 37;302007
Baden;NÖ Landeskindergarten;Bad Vöslau, Schloß;2540;Bad Vöslau;5;0664/8237801;Edgar Penzig-Franz-Straße 2;302010
Baden;NÖ Landeskindergarten;Bad Vöslau, Gainfarn;2540;Gainfarn;4;0664/8237805;Brunngasse 47;302011
Baden;NÖ Landeskindergarten;Berndorf;2560;Berndorf;4;0676/848225340;Albertstraße 2;302012
Baden;NÖ Landeskindergarten;Berndorf;2560;Berndorf;2;0676/848225346;Klostermanngasse 9;302013
Baden;NÖ Landeskindergarten;Berndorf, St. Veit;2560;St. Veit;4;0676/848225354;Hauptstraße 25;302014
Baden;NÖ Landeskindergarten;Ebreichsdorf, Unterwaltersdorf;2442;Unterwaltersdorf;3;02254/72331;Kirchengasse 4;302015
Baden;NÖ Landeskindergarten;Ebreichsdorf, Weigelsdorf an der Fischa;2484;Weigelsdorf an der Fischa;6;02254/72136;Fabriksstraße 72;302016
Baden;NÖ Landeskindergarten;Enzesfeld-Lindabrunn, Lindabrunn;2551;Lindabrunn;3;02256/81290;Hernsteinerstraße 87;302017
Baden;NÖ Landeskindergarten;Enzesfeld-Lindabrunn, Enzesfeld;2551;Enzesfeld;4;02256/81317;Schulgasse 11;302018
Baden;NÖ Landeskindergarten;Furth a.d.Triesting;2564;Furth a.d.Triesting;2;02674/88280;Nr. 3;302019
Baden;NÖ Landeskindergarten;Heiligenkreuz;2532;Heiligenkreuz 45;2;02258/8731;;302020
Baden;NÖ Landeskindergarten;Hernstein;2560;Hernstein;2;02633/47214;Piestinger Straße 8;302021
Baden;NÖ Landeskindergarten;Hirtenberg;2552;Hirtenberg;5;02256/81900;Bahngasse 1;302022
Baden;NÖ Landeskindergarten;Kottingbrunn, KG I;2542;Kottingbrunn;6;02252/76104-310;Renngasse 22;302024
Baden;NÖ Landeskindergarten;Leobersdorf;2544;Leobersdorf;1;02256/62316;Enzesfelderstraße 1;302025
Baden;NÖ Landeskindergarten;Leobersdorf;2544;Leobersdorf;3;02256/62315;Südbahnstraße 23;302026
Baden;NÖ Landeskindergarten;Leobersdorf, Wittmannsdorf;2544;Leobersdorf;4;02256/65723;Friedhofstraße 5a;302027
Baden;NÖ Landeskindergarten;Mitterndorf an der Fischa;2441;Mitterndorf an der Fischa;6;02234/78722;Brunnwiesengasse 36;302028
Baden;NÖ Landeskindergarten;Pfaffstätten;2511;Pfaffstätten;2;0676/7118101;Heiligenkreuzergasse 5;302030
Baden;NÖ Landeskindergarten;Pottendorf;2486;Pottendorf;8;02623/73757;Bahnstraße 29;302031
Baden;NÖ Landeskindergarten;Pottendorf, Wampersdorf;2485;Wampersdorf;3;02623/72590;Weingartenstraße 6;302032
Baden;NÖ Landeskindergarten;Reisenberg;2440;Reisenberg;3;02234/80561;Hauptplatz 1;302033
Baden;NÖ Landeskindergarten;Schönau an der Triesting;2525;Schönau an der Triesting;4;02256/65512;Liechtensteinstraße 44;302034
Baden;NÖ Landeskindergarten;Seibersdorf, Deutsch Brodersdorf;2443;Deutsch Brodersdorf;2;02255/7438;Obere Hauptstraße 28;302035
Baden;NÖ Landeskindergarten;Seibersdorf;2444;Seibersdorf;2;02255/6551;Hauptstraße 20;302036
Baden;NÖ Landeskindergarten;Sooß;2504;Sooß;3;02252/82900;Hauptstraße 48;302037
Baden;NÖ Landeskindergarten;Blumau-Neurißhof, Blumau;2602;Blumau;2;02628/48238;Hauptallee 16;302038
Baden;NÖ Landeskindergarten;Günselsdorf;2525;Günselsdorf;3;02256/64141;Blumauerstraße 6;302039
Baden;NÖ Landeskindergarten;Tattendorf;2523;Tattendorf;4;0664/88511009;Schulstraße 1;302041
Baden;NÖ Landeskindergarten;Teesdorf;2524;Teesdorf;4;02253/81863;Schulstraße 9;302043
Baden;NÖ Landeskindergarten;Traiskirchen;2514;Traiskirchen;4;050355/352;Karl Theuer-Straße 8;302044
Baden;NÖ Landeskindergarten;Traiskirchen;2514;Traiskirchen;4;050355/353;Alfons Petzold-Straße 26;302045
Baden;NÖ Landeskindergarten;Traiskirchen, Möllersdorf;2514;Möllersdorf;4;02252/52615;Pestalozzigasse 4;302046
Baden;NÖ Landeskindergarten;Traiskirchen, Tribuswinkel;2512;Tribuswinkel;4;050355/358;Badener Straße 23;302048
Baden;NÖ Landeskindergarten;Traiskirchen, Wienersdorf;2514;Wienersdorf;6;050355/356;Andreas Hofer-Straße 8;302049
Baden;NÖ Landeskindergarten;Trumau;2521;Trumau;5;02253/6245413;Pater Alois Gmoserweg 2;302050
Baden;NÖ Landeskindergarten;Weißenbach an der Triesting;2564;Weißenbach an der Triesting;2;02674/86377;Hollergasse 36;302051
Baden;NÖ Landeskindergarten;Weißenbach an der Triesting, Neuhaus;2565;Neuhaus;2;02674/87430;Neue Straße 3;302052
Baden;NÖ Landeskindergarten;Baden;2500;Baden;3;02252/86800/695;Helenenstraße 13;302053
Baden;NÖ Landeskindergarten;Ebreichsdorf;2483;Ebreichsdorf;5;02254/73628;Wiener Straße 5;302054
Baden;NÖ Landeskindergarten;Pottenstein;2563;Pottenstein;3;02672/82929;Hainfelder Straße 43;302055
Baden;NÖ Landeskindergarten;Kottingbrunn, KG II;2542;Kottingbrunn;1;02252/76104-320;Renngasse 20;302058
Baden;NÖ Landeskindergarten;Trumau;2521;Trumau;4;02253/6245421;Kirchengasse 8;302059
Baden;NÖ Landeskindergarten;Bad Vöslau, Gainfarn;2540;Gainfarn;4;0664/8237804;Gerichtsweg 13a;302060
Baden;NÖ Landeskindergarten;Pfaffstätten;2511;Pfaffstätten;5;0676/5623666;Rudolf Kaspar-Gasse 22;302061
Baden;NÖ Landeskindergarten;Traiskirchen, Möllersdorf - Schlössl;2514;Möllersdorf;7;050355/355;Heinrich Wenninger-Weg 1;302066
Baden;NÖ Landeskindergarten;Traiskirchen, Tribuswinkel;2512;Tribuswinkel;4;050355/357;Schloßallee 5;302067
Baden;NÖ Landeskindergarten;Klausen-Leopoldsdorf;2533;Klausen-Leopoldsdorf;3;02257/330;Doktorgasse 341;302070
Baden;NÖ Landeskindergarten;Bad Vöslau, Großau;2540;Großau;1;0664/8237803;Berndorferstraße 14;302071
Baden;NÖ Landeskindergarten;Ebreichsdorf, Piestingau;2483;Ebreichsdorf;4;02254/75102;Hans Czettel-Gasse 2-4;302073
Baden;NÖ Landeskindergarten;Klausen-Leopoldsdorf, Hochstraß;3033;Hochstraß;1;0676/6291770;Hochstraß 579;302074
Baden;NÖ Landeskindergarten;Kottingbrunn, KG III;2542;Kottingbrunn;3;02252/76104-330;Bahnstraße 40;302076
Baden;NÖ Landeskindergarten;Baden;2500;Baden;2;02252/43510;Bahngasse 17;302077
Baden;NÖ Landeskindergarten;Pottendorf;2486;Pottendorf;2;02623/74821;Otto-Glöckel-Straße 23;302078
Baden;NÖ Landeskindergarten;Baden, Melkergründe;2500;Baden;6;02252/20672650;Josef Kollmannstraße 6;302079
Baden;NÖ Landeskindergarten;Pottenstein;2563;Pottenstein;2;02672/81307;Hochstraße 3;302081
Baden;NÖ Landeskindergarten;Blumau-Neurißhof, Neurißhof;2602;Neurißhof;2;02628/48236;Hauptstraße 10;302087
Baden;NÖ Landeskindergarten;Berndorf, Veitsau;2560;Veitsau;4;0676/848225350;Hernsteinstraße 60;302090
Baden;NÖ Landeskindergarten;Kottingbrunn, KG IV;2542;Kottingbrunn;3;02252/76104-340;E.Kalmangasse 22;302100
Baden;NÖ Landeskindergarten;Baden, Doblhoffpark;2500;Baden;6;02252/209509;Helenenstraße 4;302102
Baden;NÖ Landeskindergarten;Baden, Zentrum;2500;Baden;6;02252/86800720;Vöslauerstraße 7;302103
Baden;NÖ Landeskindergarten;Leobersdorf;2544;Leobersdorf;2;0676/6727781;Volksschulweg 9;302107
Baden;NÖ Landeskindergarten;Ebreichsdorf, Sonnenschein;2483;Ebreichsdorf;2;0676/88775316;Wienerstraße 27;302109
Baden;NÖ Landeskindergarten;Baden;2500;Baden;4;02252/820686;Biondekgasse 20;302116
Baden;NÖ Landeskindergarten;Heiligenkreuz, Siegenfeld;2500;Siegenfeld;1;02252/820726;Gaadnerstraße 4a;302117
Baden;NÖ Landeskindergarten;Baden, Haidhof;2500;Baden;1;02252/209192;Sagerbachgasse 4;302118
Baden;NÖ Landeskindergarten;Oberwaltersdorf, Schwester Restituta, Haus Mirijam;2522;Oberwaltersdorf;4;02253/61000 333;Pestalozziweg 1;302119
Baden;NÖ Landeskindergarten;Oberwaltersdorf, Schwester Restituta, Haus Michael;2522;Oberwaltersdorf;4;02253/61000311oder 61000312;Pfarrgasse 9;302120
Baden;NÖ Landeskindergarten;Oberwaltersdorf, Schwester Restituta, Haus Fatima;2522;Oberwaltersdorf;3;02253/61000322;Pfarrgasse 22;302121
Baden;NÖ Landeskindergarten;Berndorf, St. Veit;2560;Berndorf;4;0676/848225354;Kirchengasse 2-4;302122
Baden;NÖ Landeskindergarten;Bad Vöslau;2540;Bad Vöslau;4;0664/8237887;Sonnenblumenweg 4;302123
Baden;NÖ Landeskindergarten;Ebreichsdorf, Unterwaltersdorf;2442;Unterwaltersdorf;4;02254/73985;Lindenallee 8a;302124
Baden;NÖ Landeskindergarten;Traiskirchen;2514;Traiskirchen;2;02252/508430301;Hochmühlstraße 10;302126
Baden;NÖ Landeskindergarten;Traiskirchen, Möllersdorf;2514;Traiskirchen;2;050355/377;Mühlgasse 6b;302127
Baden;NÖ Landeskindergarten;Mitterndorf an der Fischa;2441;Mitterndorf an der Fischa;2;02234/72575;Bahnstraße 6b;302128
Baden;NÖ Landeskindergarten;Traiskirchen, Oeynhausen;2512;Traiskirchen;2;050355-379;Leopold Klimesch-Straße 1;302129
Bruck/Leitha;NÖ Landeskindergarten;Au am Leithaberge;2451;Au am Leithaberge;2;02168/8480;Badgasse 12;303001
Bruck/Leitha;NÖ Landeskindergarten;Bad Deutsch-Altenburg;2405;Bad Deutsch-Altenburg;3;02165/64620;Neustiftgasse 19;303002
Bruck/Leitha;NÖ Landeskindergarten;Bruck an der Leitha, KG II;2460;Bruckan der Leitha;5;02162/64952;Höfleinerstraße 16;303003
Bruck/Leitha;NÖ Landeskindergarten;Bruck an der Leitha, KG I;2460;Bruck an der Leitha;3;02162/62458;Wienergasse 13;303004
Bruck/Leitha;NÖ Landeskindergarten;Bruck an der Leitha, Wilfleinsdorf;2462;Wilfleinsdorf;3;02162/62910;Kindergartenstraße 2;303005
Bruck/Leitha;NÖ Landeskindergarten;Enzersdorf an der Fischa;2431;Enzersdorf an der Fischa;4;02230/8103290;Schlossgasse 2;303006
Bruck/Leitha;NÖ Landeskindergarten;Göttlesbrunn-Arbesthal, Arbesthal;2464;Arbesthal;1;02162/8397;Hauptstraße 13;303007
Bruck/Leitha;NÖ Landeskindergarten;Göttlesbrunn-Arbesthal, Göttlesbrunn;2464;Göttlesbrunn;2;02162/8333;Rosenbergstraße 30;303008
Bruck/Leitha;NÖ Landeskindergarten;Götzendorf an der Leitha, KG I;2434;Götzendorf an der Leitha;3;02169/2857;Dr. Heidrich-Gasse 12;303009
Bruck/Leitha;NÖ Landeskindergarten;Hainburg an der Donau;2410;Hainburg an der Donau;4;02165/62111620;Alte Poststraße 12;303010
Bruck/Leitha;NÖ Landeskindergarten;Hainburg an der Donau;2410;Hainburg an der Donau;3;02165/6491971;Landstraße 2;303011
Bruck/Leitha;NÖ Landeskindergarten;Haslau-Maria Ellend, Maria Ellend;2402;Maria Ellend;1;02232/80510;Alte Poststraße 2;303013
Bruck/Leitha;NÖ Landeskindergarten;Hof am Leithaberge;2451;Hof am Leithaberge;3;02168/67090;Schulgasse 20;303014
Bruck/Leitha;NÖ Landeskindergarten;Höflein;2465;Höflein;3;02162/63153;Kirchenberg 4;303015
Bruck/Leitha;NÖ Landeskindergarten;Hundsheim;2405;Hundsheim;1;02165/66420;Gemeindestraße 42;303016
Bruck/Leitha;NÖ Landeskindergarten;Mannersdorf am Leithagebirge, Wasenbruck;2452;Wasenbruck;1;02168/67295;Kinderheimstraße 4;303017
Bruck/Leitha;NÖ Landeskindergarten;Petronell-Carnuntum;2404;Petronell-Carnuntum;2;02163/2827;Hauptstraße 55a;303018
Bruck/Leitha;NÖ Landeskindergarten;Prellenkirchen;2472;Prellenkirchen;2;02145/2058;Grünaugasse 8;303019
Bruck/Leitha;NÖ Landeskindergarten;Rohrau;2471;Rohrau;3;02164/2331;Ziegelofengasse 2;303020
Bruck/Leitha;NÖ Landeskindergarten;Scharndorf;2403;Scharndorf;2;02163/2052;Bodenzeile 1C;303021
Bruck/Leitha;NÖ Landeskindergarten;Trautmannsdorf an der Leitha;2454;Trautmannsdorf an der Leitha;2;02169/8764;Hauptstraße 38;303024
Bruck/Leitha;NÖ Landeskindergarten;Trautmannsdorf/Leitha, Gallbrunn;2463;Gallbrunn;1;02230/2159;Hauptstraße 63;303025
Bruck/Leitha;NÖ Landeskindergarten;Trautmannsdorf/Leitha, Sarasdorf;2454;Sarasdorf;1;02169/8637;Hauptstraße 68;303026
Bruck/Leitha;NÖ Landeskindergarten;Wolfsthal;2412;Wolfsthal;3;02165/62814;Bahnhofstraße 6 D;303027
Bruck/Leitha;NÖ Landeskindergarten;Berg;2413;Berg;2;02143/2923;Hauptstraße 28;303028
Bruck/Leitha;NÖ Landeskindergarten;Enzersdorfan der Fischa, Margarethen am Moos;2433;Margarethen am Moos;3;02230/21349;Leithastraße 13;303029
Bruck/Leitha;NÖ Landeskindergarten;Sommerein, Marktzentrum;2453;Sommerein;4;02168/62322;Schloßstraße 23;303031
Bruck/Leitha;NÖ Landeskindergarten;Prellenkirchen, Deutsch Haslau;2473;Deutsch-Haslau;2;02145/3377;Obere Hauptstraße 29;303035
Bruck/Leitha;NÖ Landeskindergarten;Bruck an der Leitha, KG III;2460;Bruck an der Leitha;3;02162/62551;Höfleinerstraße 16;303037
Bruck/Leitha;NÖ Landeskindergarten;Haslau-Maria Ellend, Haslau;2402;Haslau an der Donau;2;02232/80235;Bahnstraße 10;303038
Bruck/Leitha;NÖ Landeskindergarten;Mannersdorf am Leithagebirge;2452;Mannersdorf am Leithagebirge;4;02168/67977;Jägerzeile 15;303039
Bruck/Leitha;NÖ Landeskindergarten;Mannersdorf am Leithagebirge;2452;Mannersdorf am Leithagebirge;3;02168/67141;Eisgrube 1;303042
Bruck/Leitha;NÖ Landeskindergarten;Götzendorf an der Leitha, KG II;2434;Götzendorf an der Leitha;1;02169/27318;Dr. Heidrich-Gasse 14;303102
Bruck/Leitha;NÖ Landeskindergarten;Haslau-Maria Ellend;2402;Haslau-Maria Ellend;1;02232/80130;Landstraße 15b;303103
Bruck/Leitha;NÖ Landeskindergarten;Hainburg an der Donau;2410;Hainburg an der Donau;4;02165/64127;Burgenlandstraße 49a;303104
Bruck/Leitha;NÖ Landeskindergarten;Trautmannsdorf/Leitha, Stixneusiedl;2463;Stixneusiedl;1;02169/27162;Neufeldergasse 9;303105
Bruck/Leitha;NÖ Landeskindergarten;Leopoldsdorf;2333;Leopoldsdorf;3;02235/42930;Achauerstraße 39;303106
Bruck/Leitha;NÖ Landeskindergarten;Ebergassing;2435;Ebergassing;4;;Waldgasse;303201
Bruck/Leitha;NÖ Landeskindergarten;Fischamend, KG I;2401;Fischamend;6;02232/76209;Enzersdorferstraße 29;303202
Bruck/Leitha;NÖ Landeskindergarten;Gramatneusiedl, KG II;2440;Gramatneusiedl;3;0223420818;Winzergasse 5;303204
Bruck/Leitha;NÖ Landeskindergarten;Gramatneusiedl, KG I;2440;Gramatneusiedl;5;02234/73749;Dr. Hauswirthgasse 1;303207
Bruck/Leitha;NÖ Landeskindergarten;Himberg;2325;Himberg;4;02235/86662;Anton-Drehergasse 2;303208
Bruck/Leitha;NÖ Landeskindergarten;Himberg, Velm;2325;Velm;2;02234/50042;Kirchengasse 13a;303209
Bruck/Leitha;NÖ Landeskindergarten;Klein-Neusiedl;2431;Klein-Neusiedl;2;02230/8161;Fischamenderstraße 8;303210
Bruck/Leitha;NÖ Landeskindergarten;Lanzendorf;2326;Lanzendorf;5;02235/47874;Hasenberggasse 2;303219
Bruck/Leitha;NÖ Landeskindergarten;Leopoldsdorf;2333;Leopoldsdorf;8;02235/42693, 42515;Schulgasse 11-13;303220
Bruck/Leitha;NÖ Landeskindergarten;Moosbrunn;2440;Moosbrunn;4;02234/72194;Hintere Ortsstraße 7;303222
Bruck/Leitha;NÖ Landeskindergarten;Schwadorf;2432;Schwadorf;4;0699/10883323;Passauerstraße 2;303227
Bruck/Leitha;NÖ Landeskindergarten;Schwechat;2320;Schwechat;3;01/7071997;Andreas Hoferplatz 8;303229
Bruck/Leitha;NÖ Landeskindergarten;Schwechat, Am Frauenfeld I;2320;Schwechat;8;01/7077255;Gladbeckstraße 1A;303230
Bruck/Leitha;NÖ Landeskindergarten;Schwechat, Kledering;2320;Kledering;2;01/7076579;Feuerwehrgasse 11;303231
Bruck/Leitha;NÖ Landeskindergarten;Schwechat, Mannswörth;2320;Mannswörth;2;01/7071385;Römerstraße 69;303232
Bruck/Leitha;NÖ Landeskindergarten;Schwechat, Rannersdorf;2320;Rannersdorf;3;017072132;Brauhausstraße 73;303233
Bruck/Leitha;NÖ Landeskindergarten;Maria Lanzendorf;2326;Maria Lanzendorf;5;02235/42542;Parkgasse 11;303238
Bruck/Leitha;NÖ Landeskindergarten;Rauchenwarth;2320;Rauchenwarth;2;02230/3260;Waldsiedlung 12a;303239
Bruck/Leitha;NÖ Landeskindergarten;Himberg, Pellendorf;2325;Pellendorf;1;02235/87210;Schwechaterstraße 5;303248
Bruck/Leitha;NÖ Landeskindergarten;Schwechat, HPI Kdg Brendanihof;2320;Schwechat;3;01/7064488;Schrödlgasse 3;303250
Bruck/Leitha;NÖ Landeskindergarten;Fischamend, KG II;2401;Fischamend;4;02232/78365;Enzersdorferstraße 32a;303265
Bruck/Leitha;NÖ Landeskindergarten;Ebergassing, Wienerherberg;2435;Wienerherberg;2;02230/2337;Gartengasse 25;303272
Bruck/Leitha;NÖ Landeskindergarten;"Schwechat, ""Regenbogen""";2320;Schwechat;4;01/7070591;Ehrenbrunngasse 9;303273
