Bezirk;Anrede;KdgBezeichnung;KdgAdrPLZ;KdgAdrOrt;Gruppen;Tel;KdgAdrStr;DST
Bruck/Leitha;NÖ Landeskindergarten;Himberg;2325;Himberg;2;02235/87284;Grenzackergasse 11;303274
Bruck/Leitha;NÖ Landeskindergarten;Ebergassing;2435;Ebergassing;2;02234/74245;Gramatneusiedlerstraße 6;303275
Bruck/Leitha;NÖ Landeskindergarten;Himberg;2325;Himberg;4;02235/86130;Schulallee 6;303302
Bruck/Leitha;NÖ Landeskindergarten;Fischamend, KG III;2401;Fischamend;2;02232/78389;Wiener Straße 39;303306
Bruck/Leitha;NÖ Landeskindergarten;Zwölfaxing;2322;Zwölfaxing;3;01/7062954;Himbergerstraße 1;303307
Gänserndorf;NÖ Landeskindergarten;Angern an der March;2261;Angern an der March;3;02283/3356;Ollersdorferstraße 57;304001
Gänserndorf;NÖ Landeskindergarten;Angern an der March, Ollersdorf;2252;Ollersdorf;1;02283/3246;Kirchengasse 127;304002
Gänserndorf;NÖ Landeskindergarten;Angern an der March, Grub;2262;Grub;1;02283/3661;Gruber Hauptstraße 27;304003
Gänserndorf;NÖ Landeskindergarten;Auersthal;2214;Auersthal;4;02288/2240;Neubaugasse 5;304004
Gänserndorf;NÖ Landeskindergarten;Bad Pirawarth, Kollnbrunn;2222;Kollnbrunn;3;02574/2376;Pirawarther Straße 11;304005
Gänserndorf;NÖ Landeskindergarten;Deutsch-Wagram;2232;Deutsch-Wagram;2;02247/4145;Schulallee 3;304006
Gänserndorf;NÖ Landeskindergarten;Deutsch-Wagram, Helmahof I;2232;Deutsch-Wagram;2;02247/4353;Jakob Reumanngasse 3;304007
Gänserndorf;NÖ Landeskindergarten;Drösing;2265;Drösing;2;02536/7542;Lagerhausstraße 5;304008
Gänserndorf;NÖ Landeskindergarten;Dürnkrut;2263;Dürnkrut;4;0664/88739593;Hauptstraße 8a;304009
Gänserndorf;NÖ Landeskindergarten;Dürnkrut, Waidendorf;2263;Waidendorf;1;0664/88739594;Hauptstraße 11;304010
Gänserndorf;NÖ Landeskindergarten;Ebenthal;2251;Ebenthal;2;02538/87137;Stillfriederstraße 1a;304011
Gänserndorf;NÖ Landeskindergarten;Eckartsau;2305;Eckartsau;3;02214/2588;Schlossgasse 6;304012
Gänserndorf;NÖ Landeskindergarten;Engelhartstetten, Stopfenreuth;2292;Stopfenreuth;3;02214/2437;Uferstraße 4;304013
Gänserndorf;NÖ Landeskindergarten;Gänserndorf, Regenbogen;2230;Gänserndorf;3;02282/2651/34;Schubertstraße 28;304015
Gänserndorf;NÖ Landeskindergarten;Gänserndorf, Sonnenblume;2230;Gänserndorf;3;02282/2651/35;Schubertstraße 29;304016
Gänserndorf;NÖ Landeskindergarten;Glinzendorf;2280;Glinzendorf;4;02248/2485;Im Anger 2;304017
Gänserndorf;NÖ Landeskindergarten;Groß-Enzersdorf, Am Weinling;2301;Groß-Enzersdorf;8;02249/2419;Prinz Eugen-Straße 47;304018
Gänserndorf;NÖ Landeskindergarten;Groß-Enzersdorf, Probstdorf;2301;Probstdorf;1;02215/2474;Weihen-Stephansplatz 1;304021
Gänserndorf;NÖ Landeskindergarten;Groß-Enzersdorf, Rutzendorf;2301;Rutzendorf;1;02215/2281;Ortsstraße 35;304022
Gänserndorf;NÖ Landeskindergarten;Groß-Enzersdorf, Wittau;2301;Wittau;3;02215/2382;Rohrlackeweg 14;304023
Gänserndorf;NÖ Landeskindergarten;Groß-Schweinbarth;2221;Großschweinbarth;3;02289/27009;Hauptstraße 17;304024
Gänserndorf;NÖ Landeskindergarten;Hauskirchen;2184;Hauskirchen;1;02533/8250/204;Mühlstraße 328;304026
Gänserndorf;NÖ Landeskindergarten;Hohenau an der March;2273;Hohenau an der March;5;02535/2525;Dammgasse 42;304027
Gänserndorf;NÖ Landeskindergarten;Hohenruppersdorf;2223;Hohenruppersdorf;2;02574/8434;Sonnenweg 7;304028
Gänserndorf;NÖ Landeskindergarten;Jedenspeigen;2264;Jedenspeigen;2;02536/87254;Parkgasse 7;304029
Gänserndorf;NÖ Landeskindergarten;Lassee;2291;Lassee;4;02213/2146;Stift Melk-Gasse 1;304030
Gänserndorf;NÖ Landeskindergarten;Leopoldsdorf im Marchfeld;2285;Leopoldsdorf im Marchfeld;5;02216/2336;Gärtnergasse 2;304031
Gänserndorf;NÖ Landeskindergarten;Marchegg;2294;Marchegg;2;02285/6241;Bahnstraße 11;304032
Gänserndorf;NÖ Landeskindergarten;Marchegg;2293;Marchegg;1;02285/8254;Kirchenplatz 4;304033
Gänserndorf;NÖ Landeskindergarten;Matzen-Raggendorf, Matzen;2243;Matzen;5;02289/2631;Reyersdorferstraße 3;304034
Gänserndorf;NÖ Landeskindergarten;Matzen-Raggendorf, Raggendorf;2215;Raggendorf;1;02289/2401;Meierhofzeile 6;304035
Gänserndorf;NÖ Landeskindergarten;Neusiedl an der Zaya;2183;Neusiedl an der Zaya;2;02533/89200;Schulgasse 6a;304036
Gänserndorf;NÖ Landeskindergarten;Obersiebenbrunn;2283;Obersiebenbrunn;3;02286/2565;Feldhofstraße 4;304037
Gänserndorf;NÖ Landeskindergarten;Orth an der Donau;2304;Orth an der Donau;6;02212/2379;Neusiedlzeile 7b;304038
Gänserndorf;NÖ Landeskindergarten;Palterndorf-Dobermannsdorf, Dobermannsdorf;2182;Dobermannsdorf;3;02533/8283;Palterndorfer Straße 279;304039
Gänserndorf;NÖ Landeskindergarten;Prottes;2242;Prottes;3;02282/8328;Matzner-Straße 5;304040
Gänserndorf;NÖ Landeskindergarten;Ringelsdorf-Niederabsdorf;2272;Ringelsdorf-Niederabsdorf;2;02536/7574;Schulstraße 374;304041
Gänserndorf;NÖ Landeskindergarten;Schönkirchen-Reyersdorf, Schönkirchen;2241;Schönkirchen;4;02282/8585;Schulstraße 6;304043
Gänserndorf;NÖ Landeskindergarten;Spannberg;2244;Spannberg;2;02538/8107;Kirchengasse 24;304045
Gänserndorf;NÖ Landeskindergarten;Velm-Götzendorf;2245;Velm-Götzendorf;2;02538/8858;Ebenthalerstraße 9a;304046
Gänserndorf;NÖ Landeskindergarten;Strasshof an der Nordbahn;2231;Strasshof an der Nordbahn;3;02287/3003;Neusiedler Straße 3;304047
Gänserndorf;NÖ Landeskindergarten;Strasshof an der Nordbahn;2231;Strasshof an der Nordbahn;3;02287/2353;Marterlweg 5;304048
Gänserndorf;NÖ Landeskindergarten;Sulz im Weinviertel, Niedersulz;2224;Niedersulz 129;1;02534/4355;;304049
Gänserndorf;NÖ Landeskindergarten;Sulz im Weinviertel, Obersulz;2224;Obersulz 21;1;02534/551;;304050
Gänserndorf;NÖ Landeskindergarten;Untersiebenbrunn;2284;Untersiebenbrunn;3;02286/2380;Sportplatzstraße 28;304051
Gänserndorf;NÖ Landeskindergarten;Weiden an der March, Zwerndorf;2261;Zwerndorf;2;02284/2670;Bernsteinstraße 7;304052
Gänserndorf;NÖ Landeskindergarten;Weikendorf;2253;Weikendorf;4;02282/4764;Franz Mair-Weg 5;304053
Gänserndorf;NÖ Landeskindergarten;Zistersdorf;2225;Zistersdorf;4;02532/2268;Schloßberggasse 8;304054
Gänserndorf;NÖ Landeskindergarten;Zistersdorf, Groß-Inzersdorf;2225;Groß-Inzersdorf;1;02532/89002;Groß-Inzersdorf 168;304056
Gänserndorf;NÖ Landeskindergarten;Zistersdorf, Loidesthal;2225;Loidesthal;2;02532/88302;Kirchenstrasse 36;304057
Gänserndorf;NÖ Landeskindergarten;Leopoldsdorf im Marchfeld, Breitstetten;2285;Breitstetten 36;1;02216/8270;;304061
Gänserndorf;NÖ Landeskindergarten;Deutsch-Wagram, Helmahof II;2232;Deutsch-Wagram;2;02247/4383;Jakob Reumanngasse 5;304065
Gänserndorf;NÖ Landeskindergarten;Angern an der March, Mannersdorf;2261;Mannersdorf;1;02283/3585;Kirchenplatz 78;304068
Gänserndorf;NÖ Landeskindergarten;Deutsch-Wagram;2232;Deutsch-Wagram;2;02247/3780;Friedhofallee 7c;304070
Gänserndorf;NÖ Landeskindergarten;Engelhartstetten, Loimersdorf;2292;Engelhartstetten;2;0699/14561235 u. 0699/14561238;Ortsstraße 65;304071
Gänserndorf;NÖ Landeskindergarten;Strasshof an der Nordbahn;2231;Strasshof an der Nordbahn;3;02287/2476;Albert-Sever-Str. 51;304077
Gänserndorf;NÖ Landeskindergarten;Gänserndorf, Heide;2230;Gänserndorf;3;02282/70207;Oed-Aigenstraße 50;304078
Gänserndorf;NÖ Landeskindergarten;Strasshof an der Nordbahn;2231;Strasshof an der Nordbahn;3;02287/20965;Hanuschgasse 19;304079
Gänserndorf;NÖ Landeskindergarten;Haringsee;2286;Haringsee;1;02214/84278;Kirchengasse 23;304083
Gänserndorf;NÖ Landeskindergarten;Deutsch-Wagram;2232;Deutsch-Wagram;3;02247/3130;Leopold Kunschak-Gasse 71;304084
Gänserndorf;NÖ Landeskindergarten;Marchegg, Breitensee;2294;Breitensee;1;02285/6116;Ortsstraße 62;304091
Gänserndorf;NÖ Landeskindergarten;Deutsch-Wagram;2232;Deutsch-Wagram;4;02247/21421;Robert Blum-Straße 47a;304100
Gänserndorf;NÖ Landeskindergarten;Haringsee, Fuchsenbigl;2286;Haringsee;1;0664/73663165;Birkenallee 8;304101
Gänserndorf;NÖ Landeskindergarten;Gänserndorf, Kunterbunt;2230;Gänserndorf;8;02282/20368;Hafergrubenweg 3;304102
Gänserndorf;NÖ Landeskindergarten;Lassee, Schönfeld;2291;Lassee;1;02213/20153;Oberweidner Straße 1a;304104
Gänserndorf;NÖ Landeskindergarten;"Marchegg, ""Die kleinen Entdecker""";2294;Marchegg;1;0699/17100086;Bahnstraße 11A;304105
Gänserndorf;NÖ Landeskindergarten;Strasshof an der Nordbahn;2231;Strasshof an der Nordbahn;4;02287/40924;Maulbeerallee 10;304106
Gänserndorf;NÖ Landeskindergarten;Groß-Enzersdorf, Auvorstadt;2301;Groß-Enzersdorf;3;02249/28770;Seeadlergasse 38;304107
Gänserndorf;NÖ Landeskindergarten;Zistersdorf;2225;Zistersdorf;2;02532/82034;Umfahrungsstraße 22c;304108
Gänserndorf;NÖ Landeskindergarten;Gänserndorf, Wolkenschiff;2230;Gänserndorf;5;02282/79033;Oed-Aigenstraße 11;304109
Gänserndorf;NÖ Landeskindergarten;Hauskirchen, Prinzendorf;2184;Prinzendorf;1;02533/8250/205;Am Schulberg 8;304111
Gänserndorf;NÖ Landeskindergarten;Gänserndorf, Wirbelwind;2230;Gänserndorf;6;02282/20567;Dr. Hans Hörler-Gasse 4;304112
Gänserndorf;NÖ Landeskindergarten;Strasshof an der Nordbahn;2231;Strasshof an der Nordbahn;3;02287/40022;Josef-Drapela-Straße 7;304113
Gänserndorf;NÖ Landeskindergarten;Groß-Enzersdorf, Oberhausen;2301;Groß-Enzersdorf;1;02215/224788;F. Sonnleithnergasse 22;304114
Gmünd;NÖ Landeskindergarten;Amaliendorf-Aalfang;3872;Amaliendorf-Aalfang;2;02862/58494;Kindergartenstraße 311;305001
Gmünd;NÖ Landeskindergarten;Eisgarn, Groß-Radischen;3862;Groß-Radischen 62;1;02863/252;;305002
Gmünd;NÖ Landeskindergarten;Gmünd, Klein Eibenstein;3950;Klein Eibenstein;1;02852/53762;Klein Eibensteinerstr. 31;305003
Gmünd;NÖ Landeskindergarten;Gmünd, Stadt;3950;Gmünd;3;02852/52857;Sigismundgasse 1;305004
Gmünd;NÖ Landeskindergarten;Gmünd, Neustadt;3950;Gmünd;3;02852/52858;Dr. Karl Renner-Straße 33;305005
Gmünd;NÖ Landeskindergarten;Großdietmanns, Dietmanns;3950;Dietmanns;4;02852/8476;Kindergartenstraße 1;305007
Gmünd;NÖ Landeskindergarten;Bad Großpertholz;3972;Bad Großpertholz;2;02857/2666;Bad Großpertholz 128;305008
Gmünd;NÖ Landeskindergarten;Großschönau;3922;Großschönau;2;02815/6207;Großschönau 96;305009
Gmünd;NÖ Landeskindergarten;Moorbad Harbach;3970;Harbach 41;2;02858/3272;;305010
Gmünd;NÖ Landeskindergarten;Haugschlag;3874;Haugschlag;1;02865/8652;Haugschlag 39;305011
Gmünd;NÖ Landeskindergarten;Heidenreichstein;3860;Heidenreichstein;6;02862/52336-500;Brunfeldstraße 5;305013
Gmünd;NÖ Landeskindergarten;Hoheneich;3945;Hoheneich;2;0664/8692996;Schulgasse 156;305016
Gmünd;NÖ Landeskindergarten;Hirschbach;3942;Hirschbach;1;02854/208;Vitiser Straße 160;305017
Gmünd;NÖ Landeskindergarten;Kirchberg am Walde;3932;Kirchberg am Walde;2;02854/407;Kirchberg 200;305018
Gmünd;NÖ Landeskindergarten;Reingers;3863;Reingers;1;02863/8452;Reingers 87;305020
Gmünd;NÖ Landeskindergarten;St. Martin;3971;St. Martin;2;02857/2497;Sulzerstraße 2;305021
Gmünd;NÖ Landeskindergarten;Schrems, Parkkindergarten;3943;Schrems;8;02853/77359;Parkweg 2;305025
Gmünd;NÖ Landeskindergarten;Unserfrau-Altweitra, Unserfrau;3970;Unserfrau 50;2;02856/2563;;305026
Gmünd;NÖ Landeskindergarten;Waldenstein;3961;Waldenstein;2;02855/226;Waldenstein 169;305027
Gmünd;NÖ Landeskindergarten;Weitra, Kalvarienberg;3970;Weitra;2;02856/2484;Schubertstraße 203;305028
Gmünd;NÖ Landeskindergarten;Weitra, Gansberg;3970;Weitra;3;02856/2538;Gansberg 50;305029
Gmünd;NÖ Landeskindergarten;Litschau;3874;Litschau;3;02865/5985;Schulstraße 7-9;305030
Gmünd;NÖ Landeskindergarten;Brand-Nagelberg, Altnagelberg;3871;Altnagelberg;2;02859/7238;Hauptstraße 310;305032
Gmünd;NÖ Landeskindergarten;Brand-Nagelberg, Brand;3873;Brand;1;02859/6644;Brand 111;305033
Gmünd;NÖ Landeskindergarten;Eggern;3861;Eggern;1;02863/7460;Litschauerstraße 8;305040
Gmünd;NÖ Landeskindergarten;Gmünd, Wasserfeld;3950;Gmünd;2;02852/30573;Ignaz Pilz-Gasse 27;305100
Hollabrunn;NÖ Landeskindergarten;Alberndorf im Pulkautal;2054;Alberndorf im Pulkautal;2;02944/27723;Kirchengasse 5;307001
Hollabrunn;NÖ Landeskindergarten;Göllersdorf;2013;Göllersdorf;6;02954/2554;Gerichtsberggasse 360;307002
Hollabrunn;NÖ Landeskindergarten;Grabern, Mittergrabern;2020;Mittergrabern 99;1;02951/2555;;307003
Hollabrunn;NÖ Landeskindergarten;Grabern, Schöngrabern;2020;Schöngrabern 172;3;02952/5773;;307004
Hollabrunn;NÖ Landeskindergarten;Guntersdorf;2042;Guntersdorf;2;0676/846422476;F.W.Raiffeisen Platz 2;307005
Hollabrunn;NÖ Landeskindergarten;Hadres;2061;Hadres;2;02943/2392;Hadres 141;307006
Hollabrunn;NÖ Landeskindergarten;Haugsdorf;2054;Haugsdorf;3;02944/2284;Meierhofstraße 2;307010
Hollabrunn;NÖ Landeskindergarten;Heldenberg, Kleinwetzdorf;3704;Kleinwetzdorf;3;02956/2833;Mühlenring 2;307012
Hollabrunn;NÖ Landeskindergarten;Hohenwarth-Mühlbach, Hohenwarth;3472;Hohenwarth;3;02957/214;Im Sand 33;307014
Hollabrunn;NÖ Landeskindergarten;Hollabrunn;2020;Hollabrunn;4;02952/2784;Brunnthalgasse 9;307016
Hollabrunn;NÖ Landeskindergarten;Hollabrunn, Gartenstadt;2020;Hollabrunn;3;02952/2940;Pröllplatz 2;307017
Hollabrunn;NÖ Landeskindergarten;Hollabrunn, Aspersdorf;2020;Aspersdorf;1;02952/2582;Hauptstraße 124;307018
Hollabrunn;NÖ Landeskindergarten;Hollabrunn, Breitenwaida;2014;Breitenwaida;2;02954/2033;Quergasse 267;307019
Hollabrunn;NÖ Landeskindergarten;Hollabrunn, Enzersdorf im Thale;2032;Enzersdorf im Thale;2;02953/8220;Klosterweg 94;307020
Hollabrunn;NÖ Landeskindergarten;Hollabrunn, Magersdorf;2020;Magersdorf;1;02952/2930;Hauptstraße 21;307021
Hollabrunn;NÖ Landeskindergarten;Hollabrunn, Oberfellabrunn;2020;Oberfellabrunn 19;1;02952/2379;;307022
Hollabrunn;NÖ Landeskindergarten;Mailberg;2024;Mailberg;2;02943/30120;Mailberg 90;307023
Hollabrunn;NÖ Landeskindergarten;Maissau, Unterdürnbach 45;3721;Unterdürnbach 45;1;02958/88333;;307024
Hollabrunn;NÖ Landeskindergarten;Maissau;3712;Maissau;2;02958/84903;Franz Gilly Gasse 7a;307025
Hollabrunn;NÖ Landeskindergarten;Nappersdorf-Kammersdorf, Kammersdorf;2033;Kammersdorf 56;2;02953/2316;;307026
Hollabrunn;NÖ Landeskindergarten;Pernersdorf, Pfaffendorf;2052;Pfaffendorf 60;2;02944/827516;;307028
Hollabrunn;NÖ Landeskindergarten;Pulkau;3741;Pulkau;3;02946/2432 u. 2393;Schottengasse 4;307029
Hollabrunn;NÖ Landeskindergarten;Ravelsbach;3720;Ravelsbach;3;02958/82649;Kremserstraße 7;307031
Hollabrunn;NÖ Landeskindergarten;Retz;2070;Retz;4;02942/2395;Windmühlgasse 10;307032
Hollabrunn;NÖ Landeskindergarten;Retz, Obernalb;2070;Obernalb;1;02942/3537;Winzergasse 11;307033
Hollabrunn;NÖ Landeskindergarten;Retzbach, Unter Retzbach;2074;Unterretzbach;1;02942/2702;Dorfstraße 18;307034
Hollabrunn;NÖ Landeskindergarten;Schrattenthal;2073;Schrattenthal;1;02946/8289;Schrattenthal 30;307035
Hollabrunn;NÖ Landeskindergarten;Schrattenthal, Obermarkersdorf;2073;Obermarkersdorf 36;1;02942/8311;;307036
Hollabrunn;NÖ Landeskindergarten;Seefeld-Kadolz, Groß Kadolz;2062;Groß Kadolz 80;1;02943/3258;;307037
Hollabrunn;NÖ Landeskindergarten;Sitzendorf an der Schmida, Braunsdorf;3714;Braunsdorf;1;02959/2486;Braunsdorf 114;307038
Hollabrunn;NÖ Landeskindergarten;Sitzendorf an der Schmida, Frauendorf;3710;Frauendorf 113;1;02959/2491;;307039
Hollabrunn;NÖ Landeskindergarten;Sitzendorf an der Schmida;3714;Sitzendorf an der Schmida;2;02959/2049;Schulgasse 11;307040
Hollabrunn;NÖ Landeskindergarten;Wullersdorf;2041;Wullersdorf;4;02951/8476;Grunder Straße 232;307041
Hollabrunn;NÖ Landeskindergarten;Wullersdorf, Immendorf;2022;Immendorf;1;02951/8400;Immendorf 173;307042
Hollabrunn;NÖ Landeskindergarten;Zellerndorf;2051;Zellerndorf;5;02945/2546;Zellerndorf 360;307043
Hollabrunn;NÖ Landeskindergarten;Ziersdorf;3710;Ziersdorf;2;02956/2749;Erlenaugasse 10;307044
Hollabrunn;NÖ Landeskindergarten;Ziersdorf, Radlbrunn;3710;Radlbrunn;1;02956/2688;Radlbrunn 45;307045
Hollabrunn;NÖ Landeskindergarten;Retz, Unternalb;2070;Unternalb;1;02942/3431;Kirchfeldstraße 69;307046
Hollabrunn;NÖ Landeskindergarten;Hollabrunn;2020;Hollabrunn;6;02952/5242;Robert Löffler-Straße 7;307051
Hollabrunn;NÖ Landeskindergarten;Ziersdorf;3710;Ziersdorf;4;02956/2131;Joseph Haydn-Straße 25;307053
Hollabrunn;NÖ Landeskindergarten;Maissau, Eggendorf am Walde;3712;Eggendorf am Walde 38;1;02958/83631;;307054
Hollabrunn;NÖ Landeskindergarten;Retzbach, Mitterretzbach;2070;Mitterretzbach;1;02942/31324;Kaffeegasse 2;307056
Hollabrunn;NÖ Landeskindergarten;Hollabrunn;2020;Hollabrunn;2;02952/2102701;Dechant Pfeiferstraße 3;307102
Hollabrunn;NÖ Landeskindergarten;Hadres;2061;Hadres;1;0664/5117870;Volksschul-Siedlung 2;307103
Hollabrunn;NÖ Landeskindergarten;Hardegg, Pleißing;2083;Pleißing 84;2;02948/845044;;307104
Hollabrunn;NÖ Landeskindergarten;Retz;2070;Retz;2;02942/20320;Rupert Rockenbauer-Platz 1;307105
Horn;NÖ Landeskindergarten;Brunn an der Wild;3595;Brunn an der Wild;2;02989/2616;Florianistraße 3;308001
Horn;NÖ Landeskindergarten;Burgschleinitz-Kühnring, Burgschleinitz;3730;Burgschleinitz;3;02984/2510;Schulgasse 4;308002
Horn;NÖ Landeskindergarten;Drosendorf-Zissersdorf, Drosendorf;2095;Drosendorf;2;02915/20065;Hornerstraße 24;308003
Horn;NÖ Landeskindergarten;Eggenburg;3730;Eggenburg;2;02984/2604;Bürgerspitalgasse 4;308004
Horn;NÖ Landeskindergarten;Eggenburg;3730;Eggenburg;3;02984/3501/24;Kremserstraße 1;308005
Horn;NÖ Landeskindergarten;Gars am Kamp;3571;Gars am Kamp;3;02985/30322;Rainharterstraße 16;308006
Horn;NÖ Landeskindergarten;Geras;2093;Geras;2;02912/6400;Hauptstraße 17a;308008
Horn;NÖ Landeskindergarten;Horn, Breiteneich;3580;Breiteneich 68;1;02982/2656441;;308009
Horn;NÖ Landeskindergarten;Horn;3580;Horn;4;02982/2656411;Ferdinand Kurz-Gasse 4;308010
Horn;NÖ Landeskindergarten;Horn;3580;Horn;4;02982/2656424;Prof. Karl-Scholzstraße 26;308011
Horn;NÖ Landeskindergarten;Irnfritz;3754;Irnfritz;3;02986/6244;Am Park 1;308012
Horn;NÖ Landeskindergarten;Japons;3763;Japons;2;02914/6464;Kindergartengasse 1;308014
Horn;NÖ Landeskindergarten;Langau;2091;Langau;1;02912/40155;Langau 270;308015
Horn;NÖ Landeskindergarten;Meiseldorf, Klein Meiseldorf;3744;Klein Meiseldorf 115;2;02983/2428;;308016
Horn;NÖ Landeskindergarten;Pernegg;3753;Pernegg;1;02913/429;Pernegg 74;308017
Horn;NÖ Landeskindergarten;Röhrenbach, Greillenstein;3592;Greillenstein 4;1;02989/8370;;308018
Horn;NÖ Landeskindergarten;Röschitz;3743;Röschitz;1;02984/2223;Schulgasse 3;308019
Horn;NÖ Landeskindergarten;St. Bernhard-Frauenhofen, Frauenhofen;3580;Frauenhofen;3;02982/4250;Frauenhofen 62;308020
Horn;NÖ Landeskindergarten;Sigmundsherberg;3751;Sigmundsherberg;3;02983/27654;Schulstraße 1;308021
Horn;NÖ Landeskindergarten;Sigmundsherberg, Walkenstein;3752;Walkenstein 3;1;02983/2494;;308022
Horn;NÖ Landeskindergarten;Straning-Grafenberg, Grafenberg;3730;Grafenberg;2;02984/20027;Grafenberg 113;308023
Horn;NÖ Landeskindergarten;Weitersfeld;2084;Weitersfeld;3;02948/8453;Auberg 276;308024
Horn;NÖ Landeskindergarten;Röschitz, Roggendorf;3730;Roggendorf 71;1;02984/2295;;308026
Horn;NÖ Landeskindergarten;Rosenburg-Mold, Mold;3580;Mold 90;1;02982/83552;;308027
Horn;NÖ Landeskindergarten;Gars am Kamp;3571;Gars am Kamp;3;02985/2026;Spitalgasse 124;308028
Horn;NÖ Landeskindergarten;Altenburg;3591;Altenburg;2;02982/20687;Pflieglerstraße 2;308030
Horn;NÖ Landeskindergarten;Horn;3580;Horn;3;02982/2656410;Mödringer Straße 21;308100
Korneuburg;NÖ Landeskindergarten;Bisamberg;2102;Bisamberg;8;02262/62009;Schulstraße 4;309001
Korneuburg;NÖ Landeskindergarten;Enzersfeld im Weinviertel;2202;Enzersfeld im Weinviertel;2;02262/673304;Stögergasse 2;309002
Korneuburg;NÖ Landeskindergarten;Ernstbrunn;2115;Ernstbrunn;5;02576/3124;Eleonorenweg 1a;309003
Korneuburg;NÖ Landeskindergarten;Großmugl;2002;Großmugl;3;02268/6552;Kirchenplatz 82;309004
Korneuburg;NÖ Landeskindergarten;Großrußbach;2114;Großrußbach;5;02263/2151;Schloßbergstraße 7;309005
Korneuburg;NÖ Landeskindergarten;Hagenbrunn;2102;Hagenbrunn;4;0680/4424108;Salzstraße 12;309006
Korneuburg;NÖ Landeskindergarten;Harmannsdorf, Obergänserndorf;2111;Obergänserndorf;2;02264/6108;Hauptstraße 51;309007
Korneuburg;NÖ Landeskindergarten;Harmannsdorf, Rückersdorf;2111;Rückersdorf;4;02264/7245;Kindergartenweg 1;309008
Korneuburg;NÖ Landeskindergarten;Korneuburg, KG I;2100;Korneuburg;6;0699/15774252;Im Augustinergarten 4;309009
Korneuburg;NÖ Landeskindergarten;Korneuburg, KG II;2100;Korneuburg;8;0699/15774265;In der Fischerzeile 2;309010
Korneuburg;NÖ Landeskindergarten;Leitzersdorf;2003;Leitzersdorf;2;02266/67784;Ernstbrunnerstraße 36;309012
Korneuburg;NÖ Landeskindergarten;Leobendorf;2100;Leobendorf;4;02262/66132;Nußallee 2;309013
Korneuburg;NÖ Landeskindergarten;Niederhollabrunn;2004;Niederhollabrunn;3;02269/226810;Theodor Kramerweg 4a;309014
Korneuburg;NÖ Landeskindergarten;Rußbach, Niederrußbach;3702;Niederrußbach;3;02955/71282;Horner Straße 6;309015
Korneuburg;NÖ Landeskindergarten;Sierndorf, Höbersdorf;2011;Höbersdorf;3;0676/7788046;Kirchplatz 12;309017
Korneuburg;NÖ Landeskindergarten;Stetteldorf am Wagram;3463;Stetteldorf am Wagram;3;02278/2483;Brunnengasse 2;309018
Korneuburg;NÖ Landeskindergarten;Stetten;2100;Stetten;2;02262/673626;Seebarnerstraße 1b;309019
Korneuburg;NÖ Landeskindergarten;Stockerau;2000;Stockerau;7;02266/63298;Bräuhausgasse 9;309020
Korneuburg;NÖ Landeskindergarten;Stockerau, Europakindergarten;2000;Stockerau;8;02266/63283;Kaserngasse 13;309021
Korneuburg;NÖ Landeskindergarten;Hausleiten, Seitzersdorf-Wolfpassing;3464;Seitzersdorf-Wolfpassing;3;02265/7333;Schlossstraße 15;309022
Korneuburg;NÖ Landeskindergarten;Langenzersdorf, KDG II;2103;Langenzersdorf;6;02244/4550;Alleestraße 73;309023
Korneuburg;NÖ Landeskindergarten;Korneuburg, KG III;2100;Korneuburg;5;0699/15774273;Josef Dabschstraße 6;309026
Korneuburg;NÖ Landeskindergarten;Leobendorf, Tresdorf;2111;Tresdorf;1;02264/6766;Untere Hauptstraße 4;309027
Korneuburg;NÖ Landeskindergarten;Stockerau;2000;Stockerau;3;02266/67106;Josef Schafarik-Straße 5;309032
Korneuburg;NÖ Landeskindergarten;Bisamberg, Klein-Engersdorf;2102;Klein-Engersdorf;1;02262/63040;Im Linzgrund 2;309033
Korneuburg;NÖ Landeskindergarten;Leobendorf;2100;Leobendorf;3;02262/68569;Dr. Ansorgestraße 4;309037
Korneuburg;NÖ Landeskindergarten;Spillern;2104;Spillern;2;02266/81135;Schulgasse 6;309040
Korneuburg;NÖ Landeskindergarten;Stockerau, Klosterkindergarten;2000;Stockerau;3;02266/62568;Hornerstraße 56;309041
Korneuburg;NÖ Landeskindergarten;Hagenbrunn, Flandorf;2102;Flandorf;1;02262/74044;Hauptstraße 18;309042
Korneuburg;NÖ Landeskindergarten;Spillern;2104;Spillern;3;02266/80316;Schulgasse 2;309044
Korneuburg;NÖ Landeskindergarten;Langenzersdorf, KDG I;2103;Langenzersdorf;8;02244/2175;An der Bahn 9-11;309046
Korneuburg;NÖ Landeskindergarten;Sierndorf, Graf Rudolf Colloredo-Mannsfeld;2011;Sierndorf;5;02267/43000;Raiffeisenplatz 2;309048
Korneuburg;NÖ Landeskindergarten;Hausleiten;3464;Hausleiten;5;02265/20085;Altbachweg 2a;309100
Korneuburg;NÖ Landeskindergarten;Stetten;2100;Stetten;1;02262/672097;Schönkreuzweg 3;309107
Korneuburg;NÖ Landeskindergarten;Harmannsdorf, Würnitz;2112;Würnitz;3;02263/76070;Bachgasse 2;309108
Korneuburg;NÖ Landeskindergarten;Leobendorf, Oberrohrbach;2105;Oberrohrbach;2;02266/81212;Hofstraße 24a;309109
Korneuburg;NÖ Landeskindergarten;Stockerau, St. Koloman;2000;Stockerau;6;02266/61148;Roter Hof 7;309110
